decision	ogid	ia_id	title	creator	reason
reject	lenormand-henri-1882-05-03	b29308318_0001	Les souvenirs prophétiques d'une sibylle, sur les causes sec	Le Normand, M. A. (Marie-Anne Adélaide), 1772-1843	given-name mismatch
reject	bernard-charles-1804-02-25	cihm_54563	Recueil de voyages au nord [microforme] : contenant divers m	Bernard, J.-Frédéric (Jean-Frédéric), m. 1752	given-name mismatch
reject	bernard-jean-1888-07-30	cihm_54563	Recueil de voyages au nord [microforme] : contenant divers m	Bernard, J.-Frédéric (Jean-Frédéric), m. 1752	given-name mismatch
reject	bernard-tristan-1866-09-07	cihm_54563	Recueil de voyages au nord [microforme] : contenant divers m	Bernard, J.-Frédéric (Jean-Frédéric), m. 1752	given-name mismatch
reject	bailly-jules-1832-12-13	collectiondesm14arge	Collection des mémoires relatifs à la révolution française	Bailly, Jean Sylvain, 1736-1793	given-name mismatch
reject	bailly-jules-1832-12-13	collectiondesm29arge	Collection des mémoires relatifs à la révolution française	Bailly, Jean Sylvain, 1736-1793	given-name mismatch
reject	bailly-jules-1832-12-13	collectiondesm11arge	Collection des mémoires relatifs à la révolution française	Bailly, Jean Sylvain, 1736-1793	given-name mismatch
reject	bailly-jules-1832-12-13	collectiondesm13arge	Collection des mémoires relatifs à la révolution française	Bailly, Jean Sylvain, 1736-1793	given-name mismatch
reject	bailly-jules-1832-12-13	collectiondesm34arge	Collection des mémoires relatifs à la révolution française	Bailly, Jean Sylvain, 1736-1793	given-name mismatch
reject	cheruel-pierre-1809-01-17	mmoirescomplet12sainrich	Mémoires complets et authentiques du duc de Saint-Simon sur 	Chéruel, Adolphe, 1809-1891	given-name mismatch
reject	cheruel-pierre-1809-01-17	mmoiresdeducdes14saingoog	Mémoires du duc de Saint-Simon publiés par Mm. Chéruel et Ad	Chéruel, Adolphe, 1809-1891	given-name mismatch
reject	guerin-andre-1899-12-01	mmoiresdeducdes14saingoog	Mémoires du duc de Saint-Simon publiés par Mm. Chéruel et Ad	Guérin, Paul, 1945-	given-name mismatch
accept	simon-jules-1814-12-27	nouveauxmmoire00simo	Nouveaux mémoires des autres	Simon, Jules, 1814-1896	creator+wikidata-year
reject	moreau-abel-1893-01-08	nouveauxmmoire05more	Nouveaux mémoires pour servir à l'histoire de notre tems	Moreau, Jacob Nicolas, 1717-1804	given-name mismatch
reject	bernard-charles-1804-02-25	cihm_54562	Recueil de voyages au nord [microforme] : contenant divers m	Bernard, J.-Frédéric (Jean-Frédéric), m. 1752	given-name mismatch
reject	bernard-jean-1888-07-30	cihm_54562	Recueil de voyages au nord [microforme] : contenant divers m	Bernard, J.-Frédéric (Jean-Frédéric), m. 1752	given-name mismatch
reject	bernard-tristan-1866-09-07	cihm_54562	Recueil de voyages au nord [microforme] : contenant divers m	Bernard, J.-Frédéric (Jean-Frédéric), m. 1752	given-name mismatch
reject	ducasse-andre-1894-07-23	mmoiresetcorres06bonagoog	Mémoires et correspondance politique et militaire du roi Jos	Du Casse, Albert, 1813-1893 ed	given-name mismatch
reject	paris-gaston-1839-08-09	s5bulletinsetmmo01sociuoft	Bulletins et mémoires - Société d'anthropologie de Paris	Société d'anthropologie de Paris	given-name mismatch
reject	leroux-gaston-1868-05-06	dli.ministry.15318	Journal asiatique: recueil de memoires et de notices relatif	Leroux, Ernest	given-name mismatch
accept	sue-eugene-1804-01-26	mathildemmoir06suee	Mathilde : mémoires d'une jeune femme	Sue, Eugène, 1804-1857	creator+wikidata-year
reject	ducasse-andre-1894-07-23	mmoiresetcorre01beauuoft	Mémoires et correspondance politique et militaire du prince 	Du Casse, Albert, baron, 1813-1893	given-name mismatch
reject	ducasse-andre-1894-07-23	mmoiresetcorres03bonagoog	Mémoires et correspondance politique et militaire du roi Jos	Du Casse, Albert, 1813-1893 ed	given-name mismatch
reject	paris-gaston-1839-08-09	mmoiresling15soci	Mémoires	Société de linguistique de Paris	given-name mismatch
reject	paris-gaston-1839-08-09	mmoiresdebibbo03alhouoft	Mémoires de Bibboquet; recueillis par un bourgeois de Paris	Bourgeois de Paris	given-name mismatch
reject	villiers-adam-1838-11-07	mmoiresdelavie02sainuoft	Mémoires de la vie du comte D*** avant sa retraite, contenan	Villiers, Pierre de, 1648-1728	given-name mismatch
reject	ducasse-andre-1894-07-23	mmoiresetcorres17bonagoog	Memoires et correspondance du roi Jerome et de la reine Cath	Du Casse, Albert, 1813-1893, ed	given-name mismatch
reject	leroux-gaston-1868-05-06	in.ernet.dli.2015.317161	Recueil De Memoires	Leroux, Ernest, Ed.	given-name mismatch
reject	leroux-gaston-1868-05-06	in.ernet.dli.2015.317170	Recueil De Memoires	Leroux, Ernest, Ed.	given-name mismatch
reject	leroux-gaston-1868-05-06	in.ernet.dli.2015.317171	Recueil De Memoires	Leroux, Ernest, Ed.	given-name mismatch
accept	sue-eugene-1804-01-26	martinlenfanttr00etatgoog	Martin l'enfant trouvé; ou, Les Memoires d'un valet de cham	Sue, Eugène, 1804-1857	creator+wikidata-year
reject	roux-francois-1897-03-09	laviedelavnrable00mont_0	La vie de la vénérable soeur Marguerite Bourgeois : dite du 	Roux, Jean Henri Auguste, 1760-1831	given-name mismatch
reject	villiers-adam-1838-11-07	lesmmoiresdela02vill	Les Mémoires de la vie du comte D *** avant sa retraite : co	Villiers, Pierre de, 1648-1728	given-name mismatch
reject	lemonnier-camille-1844-03-23	lespetitsmystr00lemouoft	Les petits mystères de la vie théatrale; souvenirs d'un homm	Lemonnier, Alphonse, 1842-1907	given-name mismatch
reject	fabre-emile-1869-03-24	moeursdesinsecte00fabr	Moeurs des insectes : morceaux choisis. Extraits des Souveni	Fabre, Jean-Henri, 1823-1915	given-name mismatch
reject	fabre-ferdinand-1827-06-09	moeursdesinsecte00fabr	Moeurs des insectes : morceaux choisis. Extraits des Souveni	Fabre, Jean-Henri, 1823-1915	given-name mismatch
accept	feval-paul-1816-09-29	p2madamegilblass01fvuoft	Madame Gil Blas : souvenirs et aventures d'une femme de notr	Féval, Paul, 1817-1887	creator+wikidata-year
reject	ducasse-andre-1894-07-23	mmoiresetcorres01bonagoog	Mémoires et correspondance politique et militaire du roi Jos	Du Casse, Albert, 1813-1893 ed	given-name mismatch
reject	lorrain-jean-1855-08-09	memoiresdelasoci25soci	Mémoires de la Société d'archéologie lorraine et du Musée hi	Société d'archéologie lorraine et du Musée histori	given-name mismatch
reject	lorrain-jean-1855-08-09	memoiresdelasoci45soci	Mémoires de la Société d'archéologie lorraine et du Musée hi	Société d'archéologie lorraine et du Musée histori	given-name mismatch
reject	lorrain-jean-1855-08-09	memoiresdelasoci39soci	Mémoires de la Société d'archéologie lorraine et du Musée hi	Société d'archéologie lorraine et du Musée histori	given-name mismatch
reject	cheruel-pierre-1809-01-17	memoirescomplet02sain	Mémoires complets et authentiques du duc de Saint-Simon sur 	Chéruel, Adolphe, 1809-1891	given-name mismatch
reject	moreau-abel-1893-01-08	messouvenirs00hermgoog	Mes souvenirs	Moreau, Jacob Nicolas, 1717-1804	given-name mismatch
reject	renard-jules-1864-02-22	kpbc.umk.pl.Gromadzenie_POPC_015_12_236181	Mémoires du comte Narcis Olizar, sénateur polonais;Pamiętnik	Vve Jules Renard	given-name mismatch
reject	leroux-gaston-1868-05-06	dli.ministry.15314	Journal asiatique ou recueil de memoires d’extraits et de no	Leroux, Ernest	given-name mismatch
reject	bourgeois-pierre-1898-12-04	mmoiresconcerna00sacygoog	Mémoires concernant l'histoire, les sciences, les arts, les 	Bourgeois, François, 1723-1792	given-name mismatch
reject	hermant-abel-1862-02-03	mmoiresdegodefro01herm	Mémoires de Godefroi Hermant sur l'histoire ecclésiastique d	Hermant, Godefroy, 1617-1690	given-name mismatch
reject	hermant-abel-1862-02-03	mmoiresdegodefro06herm	Mémoires de Godefroi Hermant sur l'histoire ecclésiastique d	Hermant, Godefroy, 1617-1690	given-name mismatch
reject	lacroix-francis-1895-11-29	mmoirespourser01lacr	Mémoires pour servir à l'histoire de la révolution de Saint-	Lacroix, Pamphile, vicomte de, 1774-1842	given-name mismatch
reject	lacroix-francis-1895-11-29	mmoiresdemdebo03bour	Mémoires de M. de Bourrienne, ministre d\'état, sur Napoléon	Lacroix, Désiré	given-name mismatch
reject	schlumberger-jean-1877-05-26	mmoiresducomman00persgoog	Mémoires du commandant Persat, 1806 à 1844	Schlumberger, Gustave Léon, 1844-1929	given-name mismatch
reject	paris-gaston-1839-08-09	mmoiresling17soci	Mémoires	Société de linguistique de Paris	given-name mismatch
reject	paris-gaston-1839-08-09	bulletinsetmmo0308sociuoft	Bulletins et mémoires - Société d'anthropologie de Paris	Société d'anthropologie de Paris	given-name mismatch
reject	paris-gaston-1839-08-09	bulletinsetmmo0311sociuoft	Bulletins et mémoires - Société d'anthropologie de Paris	Société d'anthropologie de Paris	given-name mismatch
reject	lenormand-henri-1882-05-03	b29337768	Les oracles sibyllins, ou la suite des Souvenirs prophétique	Le Normand, M. A. (Marie-Anne Adélaide), 1772-1843	given-name mismatch
reject	cheruel-pierre-1809-01-17	deladministrati00ormegoog	De l'administration de Louis XIV, 1664-1672 : d'après les mé	Chéruel, Adolphe, 1809-1891	given-name mismatch
reject	cheruel-pierre-1809-01-17	mmoirescomplet04sainrich	Mémoires complets et authentiques du duc de Saint-Simon sur 	Chéruel, Adolphe, 1809-1891	given-name mismatch
reject	bailly-jules-1832-12-13	mmoiresdebailly03bail	Mémoires de Bailly	Bailly, [Jean Sylvain], 1736-1793	given-name mismatch
reject	lacroix-francis-1895-11-29	mmoiresdemdebo05bour	Mémoires de M. de Bourrienne, ministre d\'état, sur Napoléon	Lacroix, Désiré	given-name mismatch
accept	daudet-ernest-1837-05-31	mmoiresdutempsde00duca	Mémoires du temps de Louis XIV [microform]	Daudet, Ernest, 1837-1921	creator+wikidata-year
reject	moreau-abel-1893-01-08	mmoireshistori00more	Mémoires historiques et littéraires sur F.-J. Talma	Moreau, M. (Charles-François-Jean-Baptiste), 1783-	given-name mismatch
reject	cheruel-pierre-1809-01-17	india.history.resource.89901	Memoires du duc de Saint-Simon, 2nd ed., Vol. XIII	Cheruel, Mm.	given-name mismatch
reject	cheruel-pierre-1809-01-17	india.history.resource.89889	Memoires du duc de Saint-Simon, Vol. I	Cheruel, Mm.	given-name mismatch
reject	cheruel-pierre-1809-01-17	memoirescomplet09sain	Mémoires complets et authentiques du duc de Saint-Simon sur 	Chéruel, Adolphe, 1809-1891	given-name mismatch
accept	maurois-andre-1885-07-26	memoires0000andr	Memoires	Andre Maurois	creator+wikidata-year
reject	lorrain-jean-1855-08-09	memoiresdelasoci43soci	Mémoires de la Société d'archéologie lorraine et du Musée hi	Société d'archéologie lorraine et du Musée histori	given-name mismatch
reject	ducasse-andre-1894-07-23	mmoiresetcorres16bonagoog	Memoires et correspondance du roi Jerome et de la reine Cath	Du Casse, Albert, 1813-1893, ed	given-name mismatch
reject	cheruel-pierre-1809-01-17	mmoirescomplet10sainrich	Mémoires complets et authentiques du duc de Saint-Simon sur 	Chéruel, Adolphe, 1809-1891	given-name mismatch
reject	lacroix-francis-1895-11-29	mmoiresdemdebo03bour	Mémoires de M. de Bourrienne, ministre d\'état, sur Napoléon	Lacroix, Désiré	given-name mismatch
reject	schlumberger-jean-1877-05-26	mmoiresducomman00persgoog	Mémoires du commandant Persat, 1806 à 1844	Schlumberger, Gustave Léon, 1844-1929	given-name mismatch
reject	paris-gaston-1839-08-09	mmoiresling17soci	Mémoires	Société de linguistique de Paris	given-name mismatch
reject	leroux-gaston-1868-05-06	dli.ministry.15223	Journal asiatique ou recueil de memoires d’extraits et de no	Leroux, Ernest	given-name mismatch
reject	paris-gaston-1839-08-09	FNSPMA9E0020001Filigrane	09E002. Examens de 1881 : élèves de première année, liste de	Ecole libre des sciences politiques (Paris)	given-name mismatch
reject	droz-gustave-1832-06-09	8YSUP11649_4	Mémoires de Jacques Fauvel. Volume 4	Droz, Joseph (1773-1850)	given-name mismatch
accept	feval-paul-1816-09-29	MariEmbaume02	Le Mari embaumé, souvenirs d'un page de M. de Vendôme	Paul Henri Corentin Féval	creator+wikidata-year
reject	dumesnil-rene-1879-06-19	corotsouvenirsin00dume	Corot, souvenirs intimes	Dumesnil, Henri, 1823-1898	given-name mismatch
reject	leroux-gaston-1868-05-06	dli.ministry.15325	Journal asiatique: recueil de memoires et de notices relatif	Leroux, Ernest	given-name mismatch
reject	morand-paul-1888-03-13	BANM_ARC11d35_001	Memoir des desseins fait par Ingram, pour le Tome second des	Morand, Sauveur-François (1697-1773)	given-name mismatch
reject	paris-gaston-1839-08-09	bulletinsetmmoi21parigoog	Bulletins et mémoires	Société de chirurgie de Paris	given-name mismatch
reject	cheruel-pierre-1809-01-17	mmoirescomplet10sainrich	Mémoires complets et authentiques du duc de Saint-Simon sur 	Chéruel, Adolphe, 1809-1891	given-name mismatch
reject	lacroix-francis-1895-11-29	mmoiresdemdebo03bour	Mémoires de M. de Bourrienne, ministre d\'état, sur Napoléon	Lacroix, Désiré	given-name mismatch
reject	schlumberger-jean-1877-05-26	mmoiresducomman00persgoog	Mémoires du commandant Persat, 1806 à 1844	Schlumberger, Gustave Léon, 1844-1929	given-name mismatch
reject	paris-gaston-1839-08-09	mmoiresling17soci	Mémoires	Société de linguistique de Paris	given-name mismatch
reject	cheruel-pierre-1809-01-17	india.history.resource.89901	Memoires du duc de Saint-Simon, 2nd ed., Vol. XIII	Cheruel, Mm.	given-name mismatch
reject	cheruel-pierre-1809-01-17	india.history.resource.89889	Memoires du duc de Saint-Simon, Vol. I	Cheruel, Mm.	given-name mismatch
reject	paris-gaston-1839-08-09	recueildevoyages06geog	Recueil de Voyages et de Mémoires publié de la Société de Ge	Société de géographie de Paris	given-name mismatch
reject	leroux-gaston-1868-05-06	dli.ministry.15223	Journal asiatique ou recueil de memoires d’extraits et de no	Leroux, Ernest	given-name mismatch
accept	souvestre-emile-1806-04-15	confessionsduno00souvuoft	Confessions d'un ouvrier;	Souvestre, Emile, 1806-1854	creator+wikidata-year
reject	bailly-jules-1832-12-13	collectiondesm18arge	Collection des mémoires relatifs à la révolution française	Bailly, Jean Sylvain, 1736-1793	given-name mismatch
reject	bailly-jules-1832-12-13	collectiondesm26arge	Collection des mémoires relatifs à la révolution française	Bailly, Jean Sylvain, 1736-1793	given-name mismatch
reject	bailly-jules-1832-12-13	collectiondesm31arge	Collection des mémoires relatifs à la révolution française	Bailly, Jean Sylvain, 1736-1793	given-name mismatch
reject	haussonville-gabriel-1843-09-21	souvenirssurmada03hausuoft	Souvenirs sur Madame de Maintenon	Haussonville, comte d', 1843-1924	given-name mismatch
reject	fabre-emile-1869-03-24	souvenirsentomol01fabr	Souvenirs entomologiques ... Études sur l'instinct et les mu	Fabre, Jean-Henri, 1823-1915	given-name mismatch
reject	fabre-ferdinand-1827-06-09	souvenirsentomol01fabr	Souvenirs entomologiques ... Études sur l'instinct et les mu	Fabre, Jean-Henri, 1823-1915	given-name mismatch
reject	fabre-emile-1869-03-24	souvenirsentomol01fabrs	Souvenirs entomologiques : études sur l'instinct et les moeu	Fabre, Jean-Henri, 1823-1915	given-name mismatch
reject	fabre-ferdinand-1827-06-09	souvenirsentomol01fabrs	Souvenirs entomologiques : études sur l'instinct et les moeu	Fabre, Jean-Henri, 1823-1915	given-name mismatch
reject	fabre-emile-1869-03-24	souvenirsentomol06fabruoft	Souvenirs entomologiques; études sur l'instinct et les moeur	Fabre, Jean-Henri, 1823-1915	given-name mismatch
reject	fabre-ferdinand-1827-06-09	souvenirsentomol06fabruoft	Souvenirs entomologiques; études sur l'instinct et les moeur	Fabre, Jean-Henri, 1823-1915	given-name mismatch
reject	haussonville-gabriel-1843-09-21	souvenirsdunedem00haus	Souvenirs d'une demoiselle d'honneur de Mme la duchesse de B	Haussonville, Louise, comtesse d', 1818-1882	given-name mismatch
reject	daudet-ernest-1837-05-31	souvenirsdunhomm00daud	Souvenirs d'un homme de lettres. Illus. de Bieler, Montégut	Daudet, Alphonse, 1840-1897	given-name mismatch
reject	cheruel-pierre-1809-01-17	mmoiressurlav01ch	Mémoires sur la vie publique et privée de Fouquet	Chéruel, Adolphe, 1809-1891	given-name mismatch
reject	bourgeois-pierre-1898-12-04	mmoiresconcerna01sacygoog	Mémoires concernant l'histoire, les sciences, les arts, les 	Bourgeois, François, 1723-1792	given-name mismatch
accept	sainte-beuve-charles-1804-12-23	mmoiresdemmede03mott	Mémoires de mme. de Motteville sur Anne d'Autriche et sa cou	Sainte-Beuve, Charles Augustin, 1804-1869	creator+wikidata-year
reject	paris-gaston-1839-08-09	mmoiresdelasoc02pari	Mémoires de la Société d'Histoire Naturelle de Paris	Société d'Histoire Naturelle de Paris	given-name mismatch
reject	lacroix-francis-1895-11-29	mmoiresdemdebo01bour	Mémoires de M. de Bourrienne, ministre d\'état, sur Napoléon	Lacroix, Désiré	given-name mismatch
reject	paris-gaston-1839-08-09	bulletinsetmmo0308sociuoft	Bulletins et mémoires - Société d'anthropologie de Paris	Société d'anthropologie de Paris	given-name mismatch
reject	paris-gaston-1839-08-09	bulletinsetmmo0311sociuoft	Bulletins et mémoires - Société d'anthropologie de Paris	Société d'anthropologie de Paris	given-name mismatch
reject	nisard-desire-1806-03-20	souvenirsetnotes01nisa_0	Souvenirs et notes biographiques	Nisard, D. (Desire), 1806-1888	given-name mismatch
accept	sarcey-francisque-1827-10-08	souvenirsdejeune00sarc	Souvenirs de jeunesse	Sarcey, Francisque, 1827-1899	creator+wikidata-year
accept	gebhart-emile-1839-07-19	souvenirsdunviei00gebh	Souvenirs d'un vieil Athénien	Gebhart, Émile, 1839-1908	creator+wikidata-year
accept	schure-edouard-1841-01-21	souvenirssurric00schugoog	Souvenirs sur Richard Wagner : la première de Tristan et Ise	Schuré, Edouard, 1841-1929	creator+wikidata-year
accept	daudet-ernest-1837-05-31	souvenirsdemonte01daud	Souvenirs de mon temps	Daudet, Ernest, 1837-1921	creator+wikidata-year
reject	haussonville-gabriel-1843-09-21	souvenirssurmada01hausuoft	Souvenirs sur Madame de Maintenon	Haussonville, comte d', 1843-1924	given-name mismatch
reject	paris-gaston-1839-08-09	s5bulletinsetmmo01sociuoft	Bulletins et mémoires - Société d'anthropologie de Paris	Société d'anthropologie de Paris	given-name mismatch
reject	bailly-jules-1832-12-13	collectiondesm57arge	Collection des mémoires relatifs à la révolution française	Bailly, Jean Sylvain, 1736-1793	given-name mismatch
reject	martin-hans-1886-11-09	correspondancede02sainuoft	Correspondance de J.H. Bernardin de Saint-Pierre, précédée d	Martin, Louis Aimé, 1786-1847	given-name mismatch
reject	martin-henri-1810-02-20	correspondancede02sainuoft	Correspondance de J.H. Bernardin de Saint-Pierre, précédée d	Martin, Louis Aimé, 1786-1847	given-name mismatch
reject	bernard-charles-1804-02-25	cihm_32639	Recueil de voyages au nord [microforme] : contenant divers m	Bernard, J.-Frédéric (Jean-Frédéric), m. 1752	given-name mismatch
reject	bernard-jean-1888-07-30	cihm_32639	Recueil de voyages au nord [microforme] : contenant divers m	Bernard, J.-Frédéric (Jean-Frédéric), m. 1752	given-name mismatch
reject	bernard-tristan-1866-09-07	cihm_32639	Recueil de voyages au nord [microforme] : contenant divers m	Bernard, J.-Frédéric (Jean-Frédéric), m. 1752	given-name mismatch
reject	bernard-charles-1804-02-25	cihm_32646	Recueil de voiages au nord [microforme] : contenant divers m	Bernard, J.-Frédéric (Jean-Frédéric), m. 1752	given-name mismatch
reject	bernard-jean-1888-07-30	cihm_32646	Recueil de voiages au nord [microforme] : contenant divers m	Bernard, J.-Frédéric (Jean-Frédéric), m. 1752	given-name mismatch
reject	bernard-tristan-1866-09-07	cihm_32646	Recueil de voiages au nord [microforme] : contenant divers m	Bernard, J.-Frédéric (Jean-Frédéric), m. 1752	given-name mismatch
reject	paris-gaston-1839-08-09	FNSPMA8E0090001Filigrane	08E009. Examens de 1880 : élèves de deuxième année, section 	Ecole libre des sciences politiques (Paris)	given-name mismatch
reject	lecomte-georges-1867-07-09	gri_000133125010712483	Nouveaux memoires sur l'etat present de la Chine	Le Comte, Louis, 1655-1728	given-name mismatch
reject	cheruel-pierre-1809-01-17	memoirescomplet09sain	Mémoires complets et authentiques du duc de Saint-Simon sur 	Chéruel, Adolphe, 1809-1891	given-name mismatch
reject	lorrain-jean-1855-08-09	memoiresdelasoci43soci	Mémoires de la Société d'archéologie lorraine et du Musée hi	Société d'archéologie lorraine et du Musée histori	given-name mismatch
reject	lorrain-jean-1855-08-09	memoiresdelasoci55soci	Mémoires de la Société d'archéologie lorraine et du Musée hi	Société d'archéologie lorraine et du Musée histori	given-name mismatch
accept	sue-eugene-1804-01-26	martinlenfanttro05sueeuoft	Martin l'enfant trouvé : ou, Les mémoires d'un valet de cham	Sue, Eugène, 1804-1857	creator+wikidata-year
reject	cheruel-pierre-1809-01-17	india.history.resource.89893	Memoires du duc de Saint-Simon, Vol. VII	Cheruel, Mm.	given-name mismatch
reject	cohen-gustave-1879-12-24	lescoursdunordou03brow	Les cours du nord; ou, Mémoires originaux sur les souverains	Cohen, Jean	given-name mismatch
reject	cohen-joseph-1886-01-02	lescoursdunordou03brow	Les cours du nord; ou, Mémoires originaux sur les souverains	Cohen, Jean	given-name mismatch
accept	souvestre-emile-1806-04-15	confessionsduno01souvgoog	Confessions d'un ouvrier	Souvestre, Émile, 1806-1854	creator+wikidata-year
reject	bailly-jules-1832-12-13	collectiondesm53arge	Collection des mémoires relatifs à la révolution française	Bailly, Jean Sylvain, 1736-1793	given-name mismatch
reject	renard-jules-1864-02-22	kpbc.umk.pl.Gromadzenie_POPC_015_12_236181	Mémoires du comte Narcis Olizar, sénateur polonais;Pamiętnik	Vve Jules Renard	given-name mismatch
reject	bertrand-louis-1866-03-25	mmoireshistori00bert	Mémoires historiques sur les missions des ordres religieux e	Bertrand, J. (Joseph), 1801-1884	given-name mismatch
accept	claretie-jules-1840-12-03	mmoiresdemadam01rola	Mémoires de madame Roland \	Claretie, Jules, 1840-1913	creator+wikidata-year
reject	lacroix-francis-1895-11-29	mmoiresdemdebo04bour	Mémoires de M. de Bourrienne, ministre d\'état, sur Napoléon	Lacroix, Désiré	given-name mismatch
reject	haussonville-gabriel-1843-09-21	souvenirssurmada01hausuoft	Souvenirs sur Madame de Maintenon	Haussonville, comte d', 1843-1924	given-name mismatch
reject	paris-gaston-1839-08-09	s5bulletinsetmmo01sociuoft	Bulletins et mémoires - Société d'anthropologie de Paris	Société d'anthropologie de Paris	given-name mismatch
reject	hermant-abel-1862-02-03	mmoiresdegodefro02herm	Mémoires de Godefroi Hermant sur l'histoire ecclésiastique d	Hermant, Godefroy, 1617-1690	given-name mismatch
reject	bailly-jules-1832-12-13	collectiondesm57arge	Collection des mémoires relatifs à la révolution française	Bailly, Jean Sylvain, 1736-1793	given-name mismatch
reject	martin-hans-1886-11-09	correspondancede02sainuoft	Correspondance de J.H. Bernardin de Saint-Pierre, précédée d	Martin, Louis Aimé, 1786-1847	given-name mismatch
reject	martin-henri-1810-02-20	correspondancede02sainuoft	Correspondance de J.H. Bernardin de Saint-Pierre, précédée d	Martin, Louis Aimé, 1786-1847	given-name mismatch
reject	leroux-gaston-1868-05-06	dli.ministry.15185	Journal asiatique ou recueil de memoires d’extraits et de no	Leroux, Ernest	given-name mismatch
reject	bernard-charles-1804-02-25	cihm_32639	Recueil de voyages au nord [microforme] : contenant divers m	Bernard, J.-Frédéric (Jean-Frédéric), m. 1752	given-name mismatch
reject	bernard-jean-1888-07-30	cihm_32639	Recueil de voyages au nord [microforme] : contenant divers m	Bernard, J.-Frédéric (Jean-Frédéric), m. 1752	given-name mismatch
reject	bernard-tristan-1866-09-07	cihm_32639	Recueil de voyages au nord [microforme] : contenant divers m	Bernard, J.-Frédéric (Jean-Frédéric), m. 1752	given-name mismatch
reject	bernard-charles-1804-02-25	cihm_32646	Recueil de voiages au nord [microforme] : contenant divers m	Bernard, J.-Frédéric (Jean-Frédéric), m. 1752	given-name mismatch
reject	bernard-jean-1888-07-30	cihm_32646	Recueil de voiages au nord [microforme] : contenant divers m	Bernard, J.-Frédéric (Jean-Frédéric), m. 1752	given-name mismatch
reject	bernard-tristan-1866-09-07	cihm_32646	Recueil de voiages au nord [microforme] : contenant divers m	Bernard, J.-Frédéric (Jean-Frédéric), m. 1752	given-name mismatch
reject	lorrain-jean-1855-08-09	memoiresdelasoci48soci	Mémoires de la Société d'archéologie lorraine et du Musée hi	Société d'archéologie lorraine et du Musée histori	given-name mismatch
accept	sue-eugene-1804-01-26	mathildemmoiresd33454gut	Mathilde mémoires d'une jeune femme	Sue, Eugène, 1804-1857	creator+wikidata-year
accept	cheruel-pierre-1809-01-17	journaldolivierl02orme	Journal d'Olivier Lefèvre d'Ormesson, et extraits des mémoir	Cheruel, Pierre Adolphe, 1809-1891	creator+wikidata-year
reject	martin-hans-1886-11-09	correspondancepr00sain	Correspondance, précédée d'un supplément aux mémoires de sa 	Martin, Louis Aimé, 1786-1847	given-name mismatch
reject	martin-henri-1810-02-20	correspondancepr00sain	Correspondance, précédée d'un supplément aux mémoires de sa 	Martin, Louis Aimé, 1786-1847	given-name mismatch
reject	durand-oswald-1888-02-09	bub_gb_vEQhZ3qafOcC	Memoires géographiques, physiques et historiques. Sur l'Asi	Durand, Pierre-Étienne-Germain (1728-179.?). Édi	given-name mismatch
reject	bailly-jules-1832-12-13	collectiondesm11arge	Collection des mémoires relatifs à la révolution française	Bailly, Jean Sylvain, 1736-1793	given-name mismatch
reject	bailly-jules-1832-12-13	collectiondesm13arge	Collection des mémoires relatifs à la révolution française	Bailly, Jean Sylvain, 1736-1793	given-name mismatch
reject	bailly-jules-1832-12-13	collectiondesm34arge	Collection des mémoires relatifs à la révolution française	Bailly, Jean Sylvain, 1736-1793	given-name mismatch
accept	goncourt-edmond-1822-05-26	journaldesgoncou02goncuoft	Journal des Goncourt - Mémoires de la vie littéraire	Goncourt, Edmond de, 1822-1896	creator+wikidata-year
reject	goncourt-edmond-1822-05-26	journaldesgoncou02goncuoft	Journal des Goncourt - Mémoires de la vie littéraire	Goncourt, Jules de, 1830-1870	given-name mismatch
accept	soulie-frederic-1800-12-23	lesmmoiresdudi01souluoft	Les mémoires du diable	Soulié, Frédéric, 1800-1847	creator+wikidata-year
reject	clairville-louis-1811-11-28	lesmmoiresdede00enne	Les mémoires de deux jeunes mariées : comédie-vaudeville en 	Clairville, M., 1811-1879	given-name mismatch
reject	cohen-gustave-1879-12-24	lescoursdunordou03brow	Les cours du nord; ou, Mémoires originaux sur les souverains	Cohen, Jean	given-name mismatch
reject	cohen-joseph-1886-01-02	lescoursdunordou03brow	Les cours du nord; ou, Mémoires originaux sur les souverains	Cohen, Jean	given-name mismatch
reject	bailly-jules-1832-12-13	collectiondesm53arge	Collection des mémoires relatifs à la révolution française	Bailly, Jean Sylvain, 1736-1793	given-name mismatch
reject	lemaitre-jules-1853-04-27	india.history.resource.86337	Souvenirs de Frederick Lemaitre, 2nd ed.	Lemaitre, Frederick	given-name mismatch
reject	bertrand-louis-1866-03-25	mavieentroisacte0000bert_x2n1	Ma vie en trois actes : autobiographie	Bertrand, Janette, 1925-	given-name mismatch
reject	bailly-jules-1832-12-13	bub_gb_dcwQAAAAYAAJ	Mémoires d'un temoin de la révolution, ou, Journal des faits	Bailly, Jean Sylvain, 1736-1793	given-name mismatch
reject	fabre-emile-1869-03-24	bibliothquedumde07fabr	Bibliothèque du médecin-praticien, ou, Résumé général de tou	Fabre, Antoine François Hippolyte, 1797-1854, ed	given-name mismatch
reject	fabre-ferdinand-1827-06-09	bibliothquedumde07fabr	Bibliothèque du médecin-praticien, ou, Résumé général de tou	Fabre, Antoine François Hippolyte, 1797-1854, ed	given-name mismatch
